tconst	averageRating	numVotes
tt0017035	7.9	42
tt0017036	7.5	32
tt0017037	7.1	39
tt0017039	7.5	23
tt0017040	7.3	59
tt0017041	7.5	45
tt0017042	8.0	53
tt0017043	5.2	14
tt0017045	6.6	60
tt0017046	6.8	23
tt0017047	7.4	36
tt0017048	7.3	5228
tt0017049	6.5	34
tt0017053	6.5	46
tt0017056	2.5	37
tt0017060	6.0	24
tt0017061	4.9	19
tt0017062	5.5	47
tt0017063	7.1	34
tt0017067	7.8	30
tt0017071	2.2	40
tt0017072	6.7	11
tt0017074	5.2	20
tt0017075	7.3	14693
tt0017077	6.8	25
tt0017078	6.5	203
tt0017079	5.9	27
tt0017080	5.6	42
tt0017082	6.2	299
tt0017085	5.2	21
tt0017089	5.0	75
tt0017090	7.3	7
tt0017092	7.6	14
tt0017096	6.8	701
tt0017097	5.4	64
tt0017098	5.9	99
tt0017099	6.3	31
tt0017100	6.7	50
tt0017103	6.8	940
tt0017104	3.6	17
tt0017105	6.2	16
tt0017107	7.8	19
tt0017112	6.4	28
tt0017115	6.5	26
tt0017117	6.5	27
tt0017118	5.9	79
tt0017119	6.8	490
tt0017120	6.8	433
tt0017121	6.1	20
tt0017122	5.4	21
tt0017124	6.0	25
tt0017125	6.8	17
tt0017127	5.3	25
tt0017128	7.4	3265
tt0017129	6.7	11
tt0017130	6.2	95
tt0017132	6.7	38
tt0017136	8.2	198435
tt0017137	7.2	140
tt0017139	5.2	169
tt0017141	4.9	25
tt0017142	6.7	19
tt0017143	5.1	39
tt0017151	4.9	11
tt0017158	6.8	28
tt0017159	6.9	364
tt0017161	3.3	31
tt0017162	6.8	823
tt0017165	7.4	19
tt0017179	5.5	25
tt0017180	6.1	15
tt0017181	6.6	17
tt0017184	5.7	198
tt0017187	6.0	113
tt0017193	4.4	8
tt0017195	6.9	162
tt0017196	6.6	1024
tt0017197	6.0	12
tt0017198	6.1	270
tt0017199	6.7	28
tt0017201	6.8	52
tt0017202	5.7	104
tt0017204	6.4	142
tt0017205	7.2	61
tt0017210	6.1	32
tt0017212	6.3	40
tt0017213	8.6	28
tt0017214	7.1	384
tt0017215	5.6	20
tt0017217	6.9	26
tt0017218	5.7	61
tt0017222	5.8	27
tt0017226	6.9	348
tt0017227	4.2	21
tt0017229	5.2	17
tt0017231	5.8	194
tt0017233	6.8	35
tt0017234	4.2	16
tt0017235	5.4	20
tt0017242	7.2	52
tt0017243	4.8	25
tt0017244	6.1	23
tt0017246	5.9	29
tt0017248	7.1	13
tt0017251	2.5	202
tt0017252	5.4	40
tt0017253	2.7	17
tt0017254	5.2	21
tt0017259	6.2	26
tt0017261	6.5	39
tt0017265	5.2	28
tt0017266	5.9	28
tt0017267	5.2	22
tt0017268	5.6	284
tt0017269	6.3	39
tt0017271	7.6	1319
tt0017272	6.8	47
tt0017279	6.6	39
tt0017280	6.0	57
tt0017291	5.9	44
tt0017292	6.6	139
tt0017293	7.1	207
tt0017300	6.6	31
tt0017304	5.2	23
tt0017305	6.7	110
tt0017307	6.8	21
tt0017309	4.9	55
tt0017311	6.9	84
tt0017316	7.3	35
tt0017321	4.6	37
tt0017324	5.3	18
tt0017325	6.1	23
tt0017326	6.7	33
tt0017327	4.8	19
tt0017328	6.9	63
tt0017329	6.3	268
tt0017330	5.2	24
tt0017335	5.1	19
tt0017338	6.0	143
tt0017339	4.1	26
tt0017340	4.4	37
tt0017346	7.2	12
tt0017347	6.3	368
tt0017349	3.8	16
tt0017350	7.6	2115
tt0017353	5.2	26
tt0017354	6.3	229
tt0017355	5.3	77
tt0017356	4.9	23
tt0017358	3.0	22
tt0017366	5.4	26
tt0017367	6.8	29
tt0017372	6.5	269
tt0017374	6.2	237
tt0017376	7.2	650
tt0017378	6.7	434
tt0017379	6.8	30
tt0017380	6.6	78
tt0017382	6.7	363
tt0017384	5.7	67
tt0017385	6.3	47
tt0017386	2.6	28
tt0017388	5.2	21
tt0017399	5.6	40
tt0017400	5.4	23
tt0017401	7.0	232
tt0017405	6.0	711
tt0017406	6.2	27
tt0017408	5.4	24
tt0017409	7.1	881
tt0017410	6.5	259
tt0017411	6.6	27
tt0017414	7.2	112
tt0017416	6.5	2241
tt0017418	6.9	188
tt0017419	6.2	331
tt0017421	5.9	35
tt0017422	6.9	24
tt0017423	7.3	1618
tt0017431	5.6	22
tt0017432	5.8	109
tt0017433	5.1	43
tt0017437	6.6	1062
tt0017438	6.9	855
tt0017441	5.9	25
tt0017442	6.0	28
tt0017443	6.3	15
tt0017448	7.1	2906
tt0017449	6.9	1445
tt0017451	4.4	42
tt0017457	7.8	90
tt0017462	5.2	53
tt0017463	7.5	1664
tt0017465	5.3	32
tt0017470	6.8	16
tt0017472	5.3	20
tt0017476	5.2	25
tt0017477	5.8	28
tt0017479	7.6	42
tt0017480	7.0	961
tt0017483	6.3	843
tt0017486	5.7	24
tt0017492	6.6	111
tt0017493	5.7	27
tt0017498	7.2	81
tt0017502	6.6	25
tt0017504	4.8	26
tt0017505	5.6	27
tt0017506	7.0	92
tt0017507	5.5	23
tt0017508	6.9	116
tt0017513	6.8	36
tt0017515	6.5	19
tt0017516	6.5	12
tt0017518	6.9	27
tt0017519	6.7	193
tt0017523	5.4	18
tt0017525	5.9	126
tt0017526	6.5	56
tt0017527	4.3	20
tt0017530	5.1	23
tt0017531	7.0	170
tt0017532	5.7	52
tt0017533	4.2	20
tt0017534	6.6	2018
tt0017537	4.8	133
tt0017539	6.6	163
tt0017540	6.8	519
tt0017541	6.3	46
tt0017544	5.7	27
tt0017545	4.9	31
tt0017548	3.1	38
tt0017551	7.0	18
tt0017553	3.3	31
tt0017554	5.9	32
tt0017555	6.0	20
tt0017557	6.1	22
tt0017558	6.0	26
tt0017560	7.2	130
tt0017562	7.2	38
tt0017566	2.5	29
tt0017567	6.9	1046
tt0017569	4.2	26
tt0017578	7.1	86
tt0017584	6.8	188
tt0017585	6.2	95
tt0017586	7.1	64
tt0017587	6.0	15
tt0017588	4.1	31
tt0017593	7.3	91
tt0017594	6.3	45
tt0017595	6.5	14
tt0017599	7.3	25
tt0017600	6.6	29
tt0017601	5.8	26
tt0017602	5.4	53
tt0017603	5.8	25
tt0017604	5.7	83
tt0017605	6.1	28
tt0017606	6.6	32
tt0017607	5.6	26
tt0017608	5.7	28
tt0017609	4.9	256
tt0017610	5.4	37
tt0017611	6.6	28
tt0017612	4.4	139
tt0017613	6.1	27
tt0017614	6.3	28
tt0017615	6.7	27
tt0017616	6.1	25
tt0017618	6.1	697
tt0017619	8.5	375
tt0017621	6.2	499
tt0017623	6.0	91
tt0017626	7.0	64
tt0017632	6.7	576
tt0017633	7.0	9
tt0017634	6.4	43
tt0017637	7.0	43
tt0017652	7.0	28
tt0017653	7.1	419
tt0017655	4.4	25
tt0017656	1.5	22
tt0017660	6.5	33
tt0017662	7.0	271
tt0017663	6.4	15
tt0017664	7.1	1652
tt0017667	7.0	975
tt0017668	7.6	5087
tt0017671	5.7	23
tt0017673	3.8	18
tt0017676	7.4	33
tt0017682	5.0	40
tt0017683	6.1	19
tt0017685	6.7	22
tt0017687	6.6	65
tt0017688	6.4	19
tt0017692	5.6	31
tt0017698	7.2	27
tt0017701	7.3	19
tt0017703	5.3	55
tt0017706	5.7	78
tt0017707	5.7	19
tt0017714	6.1	19
tt0017715	5.0	19
tt0017726	6.2	191
tt0017727	5.3	16
tt0017729	5.9	729
tt0017730	5.3	17
tt0017731	5.3	57
tt0017735	6.9	376
tt0017736	7.1	283
tt0017738	5.9	44
tt0017739	7.1	3753
tt0017742	4.5	26
tt0017743	6.8	1229
tt0017744	5.9	755
tt0017747	4.5	37
tt0017748	7.1	159
tt0017750	7.3	634
tt0017751	6.5	508
tt0017752	5.7	34
tt0017755	6.0	16
tt0017757	6.7	29
tt0017760	4.4	12
tt0017764	5.3	12
tt0017765	6.9	5792
tt0017766	4.9	39
tt0017767	6.2	17
tt0017768	4.4	12
tt0017771	5.0	11
tt0017772	5.9	23
tt0017773	4.8	10
tt0017774	5.1	15
tt0017775	7.0	2426
tt0017776	7.3	17
tt0017778	6.1	112
tt0017779	4.5	17
tt0017788	7.1	17
tt0017793	5.4	20
tt0017794	5.8	22
tt0017796	5.9	14
tt0017802	4.5	36
tt0017804	5.7	41
tt0017805	4.0	34
tt0017806	5.0	74
tt0017809	7.1	864
tt0017811	2.5	22
tt0017812	6.6	119
tt0017813	6.8	1231
tt0017816	4.9	23
tt0017822	6.4	112
tt0017823	6.6	21
tt0017825	6.0	3412
tt0017826	6.6	9
tt0017828	4.7	12
tt0017829	7.5	118
tt0017831	6.3	11
tt0017832	5.4	296
tt0017835	4.1	27
tt0017836	6.5	1145
tt0017839	7.0	95
tt0017841	7.1	179
tt0017843	5.4	3297
tt0017844	6.3	35
tt0017847	6.2	101
tt0017850	7.5	146
tt0017855	6.4	126
tt0017858	6.5	42
tt0017859	5.9	27
tt0017860	5.8	763
tt0017863	2.2	22
tt0017865	3.7	43
tt0017866	5.3	60
tt0017868	6.4	143
tt0017869	6.6	109
tt0017870	6.5	269
tt0017871	6.5	1088
tt0017877	6.1	92
tt0017882	6.9	30
tt0017883	5.3	24
tt0017885	4.0	12
tt0017886	6.3	357
tt0017887	5.2	12
tt0017888	5.5	9
tt0017889	7.0	51
tt0017891	5.5	23
tt0017893	5.9	787
tt0017894	6.3	39
tt0017895	1.3	22
tt0017896	5.9	44
tt0017898	4.8	92
tt0017899	5.9	145
tt0017902	5.0	19
tt0017905	6.4	18
tt0017910	1.3	19
tt0017911	6.2	22
tt0017912	6.7	12
tt0017913	3.2	23
tt0017916	5.6	11
tt0017917	6.5	29
tt0017918	7.0	395
tt0017919	5.6	18
tt0017921	3.8	22
tt0017923	5.2	18
tt0017925	8.1	104807
tt0017926	6.7	57
tt0017928	6.4	336
tt0017929	6.9	99
tt0017930	6.8	82
tt0017934	6.2	18
tt0017935	7.4	28
tt0017936	7.4	76
tt0017937	6.1	28
tt0017938	6.9	1017
tt0017941	8.3	11
tt0017944	5.7	87
tt0017946	5.5	47
tt0017947	6.4	65
tt0017949	6.1	340
tt0017952	7.3	23
tt0017954	6.1	173
tt0017956	4.8	16
tt0017957	6.8	21
tt0017958	5.2	49
tt0017960	6.1	28
tt0017961	7.3	1261
tt0017962	4.8	28
tt0017964	6.3	41
tt0017967	7.2	152
tt0017968	5.8	18
tt0017970	6.0	21
tt0017973	5.5	27
tt0017976	5.1	20
tt0017979	5.7	100
tt0017990	6.1	27
tt0017995	5.9	47
tt0017998	7.3	312
tt0017999	4.6	7
tt0018007	6.7	22
tt0018008	6.1	29
tt0018011	6.8	23
tt0018012	6.1	26
tt0018013	5.8	42
tt0018014	6.7	295
tt0018016	6.3	353
tt0018017	6.6	16
tt0018018	6.6	30
tt0018022	6.3	21
tt0018024	5.4	17
tt0018028	2.2	35
tt0018030	4.3	12
tt0018032	6.0	18
tt0018033	7.2	3905
tt0018036	5.8	28
tt0018037	6.4	11748
tt0018038	5.8	38
tt0018043	4.9	29
tt0018044	5.8	16
tt0018045	7.1	357
tt0018046	5.6	21
tt0018049	6.8	19
tt0018050	5.7	9
tt0018051	7.6	5179
tt0018054	7.3	2617
tt0018055	5.6	23
tt0018056	4.5	11
tt0018061	6.1	68
tt0018062	7.3	72
tt0018063	6.1	9
tt0018064	7.2	79
tt0018066	7.3	1957
tt0018074	4.8	28
tt0018080	5.9	75
tt0018081	6.7	23
tt0018082	7.2	22
tt0018083	6.7	1288
tt0018087	7.2	938
tt0018088	6.4	10
tt0018089	6.2	17
tt0018092	6.2	29
tt0018097	6.7	1562
tt0018099	5.2	20
tt0018102	6.3	617
tt0018105	6.1	37
tt0018106	6.4	719
tt0018107	6.8	1281
tt0018113	6.3	854
tt0018114	2.2	12
tt0018118	6.2	85
tt0018119	6.6	346
tt0018121	5.4	10
tt0018122	5.3	13
tt0018124	6.8	34
tt0018127	7.6	15
tt0018128	6.3	14
tt0018129	4.6	71
tt0018137	7.7	18
tt0018138	6.3	413
tt0018142	6.4	51
tt0018143	6.2	37
tt0018150	6.1	408
tt0018153	5.7	14
tt0018155	7.1	13
tt0018156	5.0	20
tt0018159	5.6	45
tt0018160	4.7	14
tt0018164	6.4	20
tt0018166	6.8	611
tt0018170	6.1	82
tt0018171	4.8	8
tt0018172	7.6	71
tt0018173	6.2	20
tt0018178	6.7	25
tt0018179	6.4	739
tt0018183	7.4	993
tt0018184	6.6	32
tt0018187	6.9	162
tt0018190	7.2	286
tt0018192	8.2	9627
tt0018194	5.3	28
tt0018196	6.5	52
tt0018197	6.8	58
tt0018199	6.1	146
tt0018200	3.6	14
tt0018203	6.9	87
tt0018204	6.5	100
tt0018207	6.2	80
tt0018208	6.6	106
tt0018210	6.4	43
tt0018211	6.8	56
tt0018212	6.0	289
tt0018213	5.9	374
tt0018214	7.5	20
tt0018217	7.4	8934
tt0018218	6.4	438
tt0018221	4.7	14
tt0018226	7.0	11
tt0018227	5.4	31
tt0018229	6.6	11
tt0018233	7.2	37
tt0018235	6.8	199
tt0018236	5.7	22
tt0018243	6.1	37
tt0018245	5.6	163
tt0018246	6.4	369
tt0018247	6.2	196
tt0018251	5.0	15
tt0018252	3.0	12
tt0018253	6.0	641
tt0018258	5.6	27
tt0018259	6.8	26
tt0018260	5.0	12
tt0018262	6.9	23
tt0018264	3.9	16
tt0018266	7.9	32
tt0018267	5.9	16
tt0018268	6.5	164
tt0018269	6.7	42
tt0018272	6.4	28
tt0018278	5.9	83
tt0018280	6.1	13
tt0018285	6.2	17
tt0018287	5.0	7
tt0018290	5.8	87
tt0018294	6.5	1160
tt0018295	6.3	66
tt0018297	6.6	814
tt0018299	7.3	36
tt0018301	7.6	19
tt0018311	6.8	1563
tt0018312	5.8	42
tt0018313	5.8	28
tt0018318	5.7	25
tt0018319	5.9	67
tt0018320	4.5	24
tt0018324	6.6	27
tt0018325	4.6	15
tt0018328	6.1	4246
tt0018329	5.2	18
tt0018332	7.2	29
tt0018335	6.6	17
tt0018336	5.9	39
tt0018339	5.1	14
tt0018345	7.0	38
tt0018346	3.6	52
tt0018348	4.9	13
tt0018350	6.6	105
tt0018351	6.9	293
tt0018355	5.6	21
tt0018356	6.6	724
tt0018361	6.0	19
tt0018362	6.2	499
tt0018368	6.7	992
tt0018371	7.1	283
tt0018372	6.2	32
tt0018373	6.6	12
tt0018375	5.8	115
tt0018377	7.0	10
tt0018378	7.0	17
tt0018379	7.5	4571
tt0018381	6.6	40
tt0018382	6.8	29
tt0018383	7.0	13
tt0018386	5.5	30
tt0018388	6.2	126
tt0018389	5.5	263
tt0018392	7.2	534
tt0018393	4.1	27
tt0018394	6.7	182
tt0018396	6.1	116
tt0018397	6.9	780
tt0018398	5.5	23
tt0018399	1.8	24
tt0018400	5.6	19
tt0018404	4.4	16
tt0018406	5.2	24
tt0018410	6.9	159
tt0018413	5.6	525
tt0018419	5.7	63
tt0018423	4.8	19
tt0018426	6.1	20
tt0018429	5.9	86
tt0018433	6.3	77
tt0018438	6.2	19
tt0018440	6.4	1122
tt0018443	6.9	23
tt0018446	6.5	172
tt0018450	7.5	18
tt0018451	7.5	1793
tt0018452	6.1	779
tt0018453	6.6	202
tt0018454	6.5	19
tt0018455	8.1	56143
tt0018457	5.9	68
tt0018460	5.8	21
tt0018464	5.1	256
tt0018465	3.6	203
tt0018466	6.0	12
tt0018469	5.9	13
tt0018470	5.4	19
tt0018471	7.1	1709
tt0018475	6.5	20
tt0018477	6.4	12
tt0018478	6.7	72
tt0018479	4.5	22
tt0018480	5.3	34
tt0018484	6.1	166
tt0018486	1.9	21
tt0018487	5.8	502
tt0018489	5.5	24
tt0018491	6.7	10
tt0018500	7.0	228
tt0018501	5.6	52
tt0018503	6.6	68
tt0018505	7.3	1424
tt0018507	6.1	50
tt0018508	6.6	86
tt0018509	6.3	904
tt0018511	5.0	12
tt0018512	6.7	15
tt0018513	5.8	693
tt0018515	6.6	1242
tt0018516	5.2	28
tt0018519	6.3	57
tt0018523	6.8	986
tt0018524	6.8	538
tt0018525	2.5	196
tt0018526	7.5	3805
tt0018528	7.7	10101
tt0018530	6.2	391
tt0018531	6.4	21
tt0018532	7.3	22
tt0018533	6.8	73
tt0018537	6.5	37
tt0018538	5.4	32
tt0018540	4.0	12
tt0018543	6.9	61
tt0018548	7.0	23
tt0018549	5.0	22
tt0018552	7.2	103
tt0018553	7.4	8
tt0018561	7.8	32
tt0018565	6.5	14
tt0018566	7.0	442
tt0018571	6.8	115
tt0018573	6.0	663
tt0018575	5.8	15
tt0018578	7.5	15877
tt0018579	4.6	222
tt0018583	6.2	810
tt0018584	6.9	126
tt0018588	6.7	331
tt0018592	6.0	18
tt0018595	5.9	18
tt0018600	6.1	182
tt0018601	6.5	121
tt0018606	6.6	62
tt0018607	6.8	96
tt0018608	2.2	18
tt0018611	6.1	85
tt0018613	4.9	66
tt0018615	7.1	470
tt0018617	4.9	35
tt0018618	6.2	1240
tt0018619	6.3	33
tt0018620	5.7	14
tt0018621	6.7	57
tt0018622	6.4	29
tt0018624	4.9	31
tt0018625	5.4	13
tt0018628	6.3	177
tt0018630	5.3	21
tt0018631	3.3	11
tt0018633	7.5	112
tt0018634	5.3	24
tt0018638	6.7	45
tt0018639	5.4	25
tt0018640	7.1	21
tt0018642	5.7	31
tt0018646	7.3	53
tt0018647	5.3	40
tt0018651	4.2	53
tt0018652	5.8	75
tt0018654	5.8	57
tt0018656	4.4	22
tt0018660	6.2	106
tt0018662	5.1	17
tt0018666	5.2	99
tt0018667	5.2	15
tt0018671	5.0	24
tt0018672	4.0	15
tt0018673	7.2	123
tt0018674	6.9	127
tt0018675	6.2	1147
tt0018678	6.5	544
tt0018679	6.6	32
tt0018681	5.9	76
tt0018684	7.5	1487
tt0018686	6.3	87
tt0018688	6.5	67
tt0018689	6.3	88
tt0018692	4.2	28
tt0018696	7.7	21
tt0018697	6.8	98
tt0018698	5.6	34
tt0018699	3.1	25
tt0018700	6.4	19
tt0018707	6.3	8
tt0018709	4.5	18
tt0018710	5.8	92
tt0018712	6.7	69
tt0018713	6.9	17
tt0018714	5.2	43
tt0018715	6.7	20
tt0018716	5.4	23
tt0018718	5.2	27
tt0018721	6.0	296
tt0018722	5.7	163
tt0018725	6.6	20
tt0018727	5.3	21
tt0018728	6.9	546
tt0018729	7.5	33
tt0018733	6.6	75
tt0018736	3.9	16
tt0018737	7.7	12728
tt0018738	6.1	10
tt0018739	6.4	153
tt0018740	5.3	25
tt0018742	8.0	14285
tt0018743	6.0	57
tt0018744	5.5	180
tt0018746	4.0	22
tt0018748	5.4	52
tt0018749	6.7	893
tt0018750	6.0	53
tt0018751	6.3	30
tt0018752	5.2	24
tt0018753	6.1	19
tt0018754	3.2	17
tt0018756	5.4	2936
tt0018758	5.7	20
tt0018761	5.8	139
tt0018767	3.6	12
tt0018770	7.2	4980
tt0018771	7.7	47
tt0018772	3.6	22
tt0018773	8.1	38091
tt0018778	4.8	20
tt0018791	7.3	113
tt0018792	5.8	61
tt0018794	5.8	9
tt0018795	6.8	788
tt0018797	6.6	42
tt0018804	7.1	35
tt0018806	8.0	9873
tt0018808	5.1	40
tt0018810	6.7	19
tt0018811	7.1	53
tt0018813	6.3	24
tt0018816	6.6	49
tt0018817	7.8	23
tt0018818	6.0	36
tt0018821	4.0	16
tt0018822	5.2	67
tt0018825	7.3	31
tt0018826	6.9	250
tt0018829	5.4	13
tt0018831	4.8	23
tt0018835	6.9	25
tt0018836	7.0	502
tt0018839	7.5	5415
tt0018841	7.2	783
tt0018844	6.9	88
tt0018846	6.3	132
tt0018848	4.6	13
tt0018849	5.3	30
tt0018850	2.3	201
tt0018851	6.6	80
tt0018853	5.4	17
tt0018854	5.6	107
tt0018855	4.4	26
tt0018856	7.0	31
tt0018859	5.4	20
tt0018860	6.3	881
tt0018861	6.0	13
tt0018862	7.2	197
tt0018867	5.5	46
tt0018869	6.2	32
tt0018870	5.5	30
tt0018873	6.8	1529
tt0018876	5.8	3376
tt0018879	5.9	259
tt0018880	4.9	22
tt0018881	6.6	63
tt0018882	6.9	263
tt0018885	5.9	66
tt0018888	6.5	31
tt0018889	3.8	18
tt0018890	7.2	1477
tt0018891	7.1	80
tt0018892	5.7	43
tt0018893	7.9	65
tt0018896	6.4	36
tt0018902	3.6	16
tt0018903	6.6	27
tt0018906	7.3	81
tt0018908	6.9	383
tt0018909	7.2	1018
tt0018910	4.6	416
tt0018913	5.5	255
tt0018914	5.0	10
tt0018920	5.7	107
tt0018925	6.5	1192
tt0018926	6.5	26
tt0018927	6.7	533
tt0018930	6.2	22
tt0018935	6.6	338
tt0018936	8.2	24
tt0018937	6.6	931
tt0018945	5.6	199
tt0018955	5.7	34
tt0018958	7.3	9
tt0018960	4.8	24
tt0018961	5.1	16
tt0018962	4.8	15
tt0018966	6.7	20
tt0018967	5.2	17
tt0018968	4.8	14
tt0018970	6.6	1039
tt0018971	6.1	51
tt0018972	6.6	599
tt0018973	7.1	26
tt0018974	6.2	27
tt0018975	6.4	19
tt0018976	5.9	30
tt0018978	4.5	25
tt0018979	2.5	29
tt0018987	5.2	32
tt0018990	7.0	232
tt0018993	7.1	80
tt0018996	6.1	247
tt0018997	6.0	47
tt0018998	5.6	30
tt0018999	4.1	15
tt0019004	6.5	17
tt0019005	6.0	72
tt0019009	5.8	40
tt0019010	5.8	24
tt0019013	5.5	31
tt0019014	4.6	39
tt0019018	6.2	27
tt0019019	5.6	10
tt0019022	7.6	28
tt0019026	6.6	52
tt0019032	7.7	16
tt0019033	6.3	142
tt0019034	6.8	19
tt0019035	6.2	186
tt0019041	6.4	18
tt0019043	7.0	503
tt0019045	5.7	30
tt0019049	8.0	12
tt0019050	7.1	62
tt0019051	6.4	30
tt0019053	5.4	23
tt0019056	6.5	22
tt0019057	5.9	47
tt0019060	6.8	70
tt0019061	6.7	94
tt0019062	6.5	53
tt0019064	6.8	42
tt0019067	6.9	590
tt0019070	5.3	41
tt0019071	7.9	4961
tt0019072	7.0	18
tt0019074	7.5	2278
tt0019077	2.0	193
tt0019079	6.7	1181
tt0019080	6.1	85
tt0019083	4.6	20
tt0019084	6.3	20
tt0019085	6.5	46
tt0019087	6.0	7
tt0019096	5.6	1044
tt0019098	6.5	762
tt0019099	5.2	15
tt0019101	5.1	17
tt0019102	7.0	14
tt0019103	7.2	28
tt0019106	3.6	13
tt0019109	7.7	2877
tt0019110	6.8	67
tt0019116	5.2	14
tt0019117	5.9	77
tt0019122	3.8	11
tt0019125	5.7	49
tt0019127	7.1	254
tt0019130	7.6	9032
tt0019131	6.7	30
tt0019132	4.6	33
tt0019136	6.9	42
tt0019137	4.2	15
tt0019141	6.7	13
tt0019144	5.8	34
tt0019146	5.6	16
tt0019150	7.4	84
tt0019151	6.9	686
tt0019152	6.7	404
tt0019153	5.3	8
tt0019154	5.8	41
tt0019155	6.5	40
tt0019156	6.0	17
tt0019159	6.1	71
tt0019163	5.9	48
tt0019165	5.6	39
tt0019172	6.9	17
tt0019175	6.7	59
tt0019178	7.0	44
tt0019179	4.8	36
tt0019182	5.6	205
tt0019183	5.4	123
tt0019184	7.5	21
tt0019186	6.6	308
tt0019193	6.8	35
tt0019194	6.2	47
tt0019195	7.2	1538
tt0019198	6.0	18
tt0019200	4.1	84
tt0019203	3.1	43
tt0019205	6.4	32
tt0019209	5.3	33
tt0019211	5.8	72
tt0019217	6.5	94
tt0019219	5.9	23
tt0019220	5.5	43
tt0019221	5.5	42
tt0019225	7.0	407
tt0019226	6.2	38
tt0019227	6.4	361
tt0019228	6.8	14
tt0019229	6.7	37
tt0019231	6.1	70
tt0019233	5.2	27
tt0019236	6.0	21
tt0019237	6.7	2153
tt0019241	5.7	257
tt0019242	7.1	48
tt0019245	6.7	23
tt0019248	6.6	39
tt0019249	5.9	23
tt0019250	6.3	65
tt0019252	2.3	50
tt0019253	6.8	390
tt0019254	8.1	66953
tt0019258	7.4	2894
tt0019259	5.4	23
tt0019260	7.5	15
tt0019264	4.1	24
tt0019265	6.3	20
tt0019267	7.1	1684
tt0019268	3.8	15
tt0019270	5.6	32
tt0019273	8.0	12
tt0019278	7.0	2512
tt0019282	5.2	20
tt0019283	5.8	183
tt0019286	7.0	2475
tt0019287	4.0	15
tt0019288	6.3	54
tt0019290	6.4	376
tt0019296	5.9	21
tt0019298	6.6	23
tt0019302	5.8	18
tt0019304	6.6	1813
tt0019305	6.6	195
tt0019307	5.5	29
tt0019308	6.5	32
tt0019309	4.8	27
tt0019312	6.3	192
tt0019313	6.6	79
tt0019316	5.8	17
tt0019317	4.9	24
tt0019318	6.4	23
tt0019321	7.6	29
tt0019325	6.0	293
tt0019327	5.8	19
tt0019328	5.8	284
tt0019329	6.0	17
tt0019332	6.5	104
tt0019335	4.2	237
tt0019337	5.7	180
tt0019338	6.0	41
tt0019339	7.1	59
tt0019341	6.2	8
tt0019344	7.2	2974
tt0019345	5.5	50
tt0019348	5.0	66
tt0019354	7.9	44
tt0019355	5.0	92
tt0019356	5.8	16
tt0019358	6.5	41
tt0019361	6.9	98
tt0019367	5.4	361
tt0019369	6.5	43
tt0019370	6.6	44
tt0019372	6.2	66
tt0019374	7.0	361
tt0019375	6.8	69
tt0019376	6.7	941
tt0019377	5.9	50
tt0019378	6.2	58
tt0019379	7.6	4203
tt0019380	6.5	24
tt0019381	7.1	108
tt0019385	6.2	64
tt0019388	6.1	310
tt0019391	6.4	36
tt0019395	4.6	23
tt0019396	5.3	40
tt0019397	5.8	294
tt0019398	5.6	176
tt0019399	6.5	48
tt0019400	6.4	1092
tt0019401	5.7	241
tt0019403	7.5	979
tt0019404	5.5	29
tt0019406	3.8	19
tt0019411	5.4	25
tt0019412	7.6	4711
tt0019414	6.5	73
tt0019415	7.5	4269
tt0019419	6.3	55
tt0019421	7.8	17249
tt0019422	7.4	12419
tt0019429	7.3	2760
tt0019431	6.9	36
tt0019432	8.0	12
tt0019434	6.3	395
tt0019436	5.5	24
tt0019437	5.9	129
tt0019438	3.3	9
tt0019439	7.6	17
tt0019441	6.5	50
tt0019445	5.7	249
tt0019447	6.2	61
tt0019448	4.0	15
tt0019451	6.7	585
tt0019453	5.2	82
tt0019454	4.8	15
tt0019456	6.8	78
tt0019457	6.4	9
tt0019459	6.0	24
tt0019462	6.3	382
tt0019463	7.8	33
tt0019465	6.6	935
tt0019466	7.0	514
tt0019469	5.9	66
tt0019471	5.6	50
tt0019472	3.4	32
tt0019473	4.9	36
tt0019474	3.6	53
tt0019476	5.7	26
tt0019478	6.5	39
tt0019480	6.3	307
tt0019481	6.3	18
tt0019485	6.5	68
tt0019486	6.1	117
tt0019489	7.0	522
tt0019491	7.1	71
tt0019492	5.6	20
tt0019496	3.2	32
tt0019497	6.1	20
tt0019498	6.4	325
tt0019501	6.9	40
tt0019504	7.2	1680
tt0019505	1.6	29
tt0019507	6.9	32
tt0019509	7.3	679
tt0019511	7.0	52
tt0019514	7.2	120
tt0019515	6.6	12
tt0019516	5.2	35
tt0019521	5.8	29
tt0019522	6.2	15
tt0019526	6.2	13
tt0019527	6.0	25
tt0019532	6.6	514
tt0019538	6.2	45
tt0019540	2.0	25
tt0019542	4.0	9
tt0019543	5.6	57
tt0019544	6.8	81
tt0019545	5.8	18
tt0019546	5.3	20
tt0019547	6.0	34
tt0019548	6.6	14
tt0019549	5.7	20
tt0019550	4.5	22
tt0019552	6.4	56
tt0019553	6.7	249
tt0019554	6.6	179
tt0019556	6.8	1176
tt0019557	6.1	620
tt0019558	7.3	2017
tt0019562	4.8	24
tt0019563	7.2	2104
tt0019567	6.3	38
tt0019571	6.5	285
tt0019572	5.6	52
tt0019574	6.8	1079
tt0019575	5.3	26
tt0019577	3.7	16
tt0019582	4.7	24
tt0019585	8.0	7693
tt0019587	5.9	16
tt0019589	7.2	148
