tconst	averageRating	numVotes
tt0057502	6.0	60
tt0057503	7.3	2565
tt0057504	5.6	205
tt0057505	5.1	21
tt0057506	6.3	39
tt0057507	1.9	5059
tt0057508	5.9	88
tt0057509	7.6	34
tt0057510	6.8	176
tt0057511	6.2	54
tt0057512	6.6	52
tt0057513	7.5	263
tt0057514	7.4	793
tt0057515	5.6	6
tt0057516	5.6	352
tt0057517	6.7	2134
tt0057518	6.1	3393
tt0057519	6.6	22
tt0057520	6.7	72
tt0057521	6.2	591
tt0057522	6.1	1624
tt0057523	7.0	3472
tt0057524	5.8	18
tt0057525	7.9	559
tt0057526	8.0	63
tt0057527	6.5	595
tt0057528	4.3	71
tt0057529	6.1	36
tt0057530	6.9	1382
tt0057531	6.2	477
tt0057532	6.9	898
tt0057533	6.7	137
tt0057535	5.8	256
tt0057536	6.2	232
tt0057537	6.6	484
tt0057538	7.8	56
tt0057539	6.2	604
tt0057540	7.0	319
tt0057541	6.1	2027
tt0057542	6.9	2924
tt0057543	6.7	3638
tt0057544	6.9	195
tt0057545	6.1	57
tt0057546	7.1	112631
tt0057547	5.7	690
tt0057548	4.9	47
tt0057549	7.2	781
tt0057550	4.1	22
tt0057551	4.9	36
tt0057552	5.9	42
tt0057553	7.0	535
tt0057555	7.4	167
tt0057556	6.2	1580
tt0057557	5.4	14
tt0057558	6.0	836
tt0057559	6.6	43
tt0057560	5.6	622
tt0057561	7.5	18
tt0057563	4.8	85
tt0057564	6.9	203
tt0057565	8.4	68966
tt0057566	6.0	33
tt0057568	7.6	511
tt0057569	5.1	9208
tt0057570	4.0	36
tt0057571	5.0	29
tt0057573	6.7	10
tt0057574	5.4	187
tt0057575	7.3	33
tt0057576	6.8	41
tt0057577	6.6	279
tt0057578	7.5	7526
tt0057579	7.2	2804
tt0057580	6.2	880
tt0057581	6.9	6326
tt0057582	5.3	248
tt0057583	5.9	680
tt0057584	5.5	49
tt0057585	7.7	10
tt0057586	7.5	867
tt0057589	5.3	91
tt0057590	6.4	15104
tt0057591	7.7	7010
tt0057593	6.9	24
tt0057594	6.5	417
tt0057595	6.0	379
tt0057596	4.6	124
tt0057597	6.4	347
tt0057598	6.7	1551
tt0057599	6.2	179
tt0057600	7.8	1393
tt0057601	4.1	25
tt0057602	4.7	107
tt0057603	7.0	15571
tt0057604	5.2	85
tt0057605	7.3	25
tt0057606	5.5	16
tt0057608	6.6	3891
tt0057609	6.3	828
tt0057610	6.9	89
tt0057611	7.7	22384
tt0057612	6.2	11
tt0057613	6.6	80
tt0057614	6.3	36
tt0057615	5.2	51
tt0057616	6.9	785
tt0057617	8.0	47
tt0057619	6.9	298
tt0057620	7.5	207
tt0057621	4.1	42
tt0057622	6.0	2208
tt0057623	6.4	1134
tt0057624	7.3	481
tt0057625	4.4	45
tt0057626	4.6	47
tt0057627	9.2	21
tt0057628	4.5	229
tt0057629	5.3	81
tt0057630	6.8	20
tt0057631	8.1	26
tt0057632	6.2	81
tt0057633	6.1	21
tt0057634	6.3	4533
tt0057635	5.6	202
tt0057636	4.3	35
tt0057637	7.5	2344
tt0057638	5.2	213
tt0057639	4.6	108
tt0057640	8.2	64
tt0057641	6.0	140
tt0057642	7.4	1079
tt0057643	7.9	7981
tt0057644	5.9	75
tt0057645	7.8	18
tt0057646	5.8	1376
tt0057648	8.8	20
tt0057649	6.4	7
tt0057650	5.5	91
tt0057651	6.8	95
tt0057652	6.9	1931
tt0057653	6.1	27
tt0057654	7.5	3303
tt0057656	7.1	236
tt0057657	7.1	194
tt0057658	6.4	24
tt0057660	6.3	149
tt0057661	6.0	89
tt0057662	5.2	38
tt0057663	4.9	57
tt0057664	7.4	743
tt0057665	7.1	89
tt0057667	6.1	297
tt0057668	7.2	45
tt0057669	7.0	315
tt0057670	4.1	104
tt0057671	6.7	46
tt0057673	5.0	16
tt0057675	6.1	10
tt0057676	6.1	413
tt0057677	6.5	381
tt0057678	5.8	225
tt0057679	3.9	61
tt0057680	6.4	2970
tt0057681	6.5	1665
tt0057682	5.8	662
tt0057683	6.7	2966
tt0057684	7.0	34
tt0057685	5.8	188
tt0057686	6.5	80
tt0057687	6.8	4998
tt0057688	6.0	327
tt0057689	7.2	394
tt0057690	6.1	124
tt0057692	5.8	640
tt0057693	6.6	8967
tt0057694	7.7	3681
tt0057695	8.4	1219
tt0057697	7.3	4167
tt0057698	5.0	20
tt0057699	6.3	62
tt0057700	6.6	135
tt0057701	3.9	486
tt0057703	6.7	19
tt0057704	6.9	122
tt0057705	6.7	11
tt0057706	4.9	387
tt0057707	4.2	98
tt0057708	6.7	100
tt0057709	5.4	237
tt0057710	7.3	3117
tt0057711	7.6	10
tt0057712	6.1	33
tt0057713	7.2	201
tt0057714	7.1	2127
tt0057715	7.2	2178
tt0057716	6.6	177
tt0057717	7.7	470
tt0057718	6.3	1124
tt0057720	4.9	183
tt0057721	3.8	42
tt0057722	9.5	23
tt0057723	8.1	340
tt0057724	5.7	142
tt0057725	7.1	402
tt0057726	4.0	102
tt0057727	6.5	25
tt0057728	5.7	56
tt0057729	8.0	23774
tt0057730	7.9	5838
tt0057731	7.1	1270
tt0057732	7.7	80
tt0057733	7.6	26526
tt0057735	7.7	25
tt0057736	6.1	64
tt0057738	7.4	64
tt0057739	7.1	45
tt0057740	2.9	128
tt0057741	4.4	442
tt0057742	7.3	2664
tt0057743	7.3	93
tt0057744	7.9	25
tt0057747	8.0	16
tt0057748	6.4	3190
tt0057750	7.8	172
tt0057751	7.4	18231
tt0057752	7.0	4774
tt0057753	8.9	808
tt0057754	7.0	22
tt0057755	8.1	333
tt0057756	7.6	126
tt0057757	8.0	202
tt0057758	7.6	698
tt0057760	8.0	120
tt0057761	7.8	103
tt0057763	6.9	76
tt0057765	7.7	6847
tt0057766	7.0	53
tt0057767	7.9	41
tt0057768	7.6	38
tt0057769	7.0	11
tt0057770	5.6	37
tt0057772	7.5	63
tt0057773	7.8	18336
tt0057774	7.4	308
tt0057775	8.5	357
tt0057776	7.1	86
tt0057779	7.4	782
tt0057780	8.3	100
tt0057781	7.1	43
tt0057782	8.0	398
tt0057783	7.9	117
tt0057784	8.1	126
tt0057785	7.8	3650
tt0057786	7.3	1581
tt0057787	8.6	10
tt0057788	6.3	27
tt0057789	8.3	131
tt0057790	7.9	5542
tt0057792	6.9	16
tt0057793	8.1	1627
tt0057794	6.7	27
tt0057795	7.5	77
tt0057796	7.2	1985
tt0057797	6.2	13
tt0057798	7.2	4608
tt0057799	7.8	83
tt0057800	8.5	40
tt0057801	8.5	107
tt0057802	6.9	64
tt0057803	7.9	42
tt0057804	5.2	98
tt0057805	5.3	186
tt0057806	5.9	41
tt0057807	4.9	88
tt0057808	4.6	285
tt0057809	7.4	5300
tt0057810	5.8	455
tt0057811	6.4	4965
tt0057812	7.1	5765
tt0057813	6.4	1278
tt0057815	6.3	33
tt0057816	7.4	420
tt0057817	7.0	72
tt0057818	5.6	47
tt0057819	8.7	11
tt0057820	5.9	946
tt0057823	6.8	13
tt0057824	5.6	8
tt0057825	6.5	27
tt0057827	4.9	105
tt0057829	7.6	1959
tt0057830	6.8	25
tt0057831	7.6	25342
tt0057832	7.2	35
tt0057833	4.5	15
tt0057834	6.2	318
tt0057835	6.1	11
tt0057836	6.9	22
tt0057837	6.3	147
tt0057838	6.4	87
tt0057840	7.3	6072
tt0057841	8.0	620
tt0057842	7.7	3292
tt0057843	7.0	24
tt0057844	4.2	234
tt0057845	6.2	12
tt0057846	6.7	3221
tt0057848	6.2	205
tt0057849	7.1	21
tt0057851	6.4	3537
tt0057853	6.6	580
tt0057854	3.3	16
tt0057855	6.8	56
tt0057857	5.4	43
tt0057858	5.3	162
tt0057859	3.1	3111
tt0057860	3.9	500
tt0057861	5.0	67
tt0057862	2.0	206
tt0057863	6.1	32
tt0057864	5.2	964
tt0057866	6.0	69
tt0057867	8.3	28
tt0057868	4.8	124
tt0057869	7.6	28520
tt0057870	6.8	2135
tt0057871	6.0	237
tt0057872	6.2	596
tt0057873	6.1	244
tt0057874	7.3	20
tt0057875	4.5	201
tt0057876	3.7	149
tt0057877	7.7	16818
tt0057878	6.7	2608
tt0057879	6.7	2501
tt0057880	7.6	499
tt0057881	5.3	86
tt0057882	7.6	54
tt0057883	7.6	4184
tt0057884	7.3	50
tt0057886	7.0	53
tt0057887	5.4	1896
tt0057888	5.2	129
tt0057889	6.6	798
tt0057890	5.9	940
tt0057891	5.2	307
tt0057892	7.5	1101
tt0057894	7.1	576
tt0057895	4.0	87
tt0057896	6.4	13
tt0057897	6.3	1086
tt0057898	7.0	14
tt0057899	7.1	325
tt0057900	5.9	37
tt0057902	5.8	93
tt0057903	6.2	33
tt0057904	4.6	237
tt0057905	6.4	1193
tt0057906	6.2	50
tt0057907	4.8	129
tt0057908	5.6	67
tt0057909	6.1	25
tt0057910	5.4	9
tt0057911	5.7	103
tt0057912	6.9	449
tt0057913	5.3	24
tt0057914	5.0	41
tt0057915	7.5	11
tt0057916	6.6	1729
tt0057917	6.5	2676
tt0057918	6.7	5406
tt0057919	5.9	2775
tt0057920	6.2	3359
tt0057921	6.4	29
tt0057922	4.8	21
tt0057923	5.6	58
tt0057924	5.7	1384
tt0057925	6.9	716
tt0057926	6.1	460
tt0057927	7.9	22
tt0057928	7.3	425
tt0057929	4.7	27
tt0057930	6.9	222
tt0057931	5.2	53
tt0057932	5.4	30
tt0057933	7.2	2858
tt0057934	4.7	65
tt0057935	8.1	7794
tt0057936	6.3	699
tt0057937	7.3	528
tt0057938	6.2	280
tt0057939	6.3	132
tt0057940	6.7	6902
tt0057941	7.5	344
tt0057942	6.1	247
tt0057943	4.3	25
tt0057944	7.0	10
tt0057946	5.7	49
tt0057948	6.6	142
tt0057949	6.0	91
tt0057950	7.6	3639
tt0057951	7.2	78
tt0057952	6.1	3242
tt0057953	5.0	29
tt0057954	4.9	340
tt0057955	9.4	30
tt0057958	5.1	72
tt0057959	7.4	12
tt0057960	7.5	2923
tt0057961	3.8	171
tt0057962	6.0	181
tt0057963	6.0	249
tt0057964	6.5	252
tt0057965	6.2	286
tt0057966	5.2	118
tt0057967	7.3	8758
tt0057968	5.6	102
tt0057969	5.8	64
tt0057970	2.0	4876
tt0057971	7.4	113
tt0057972	6.6	121
tt0057973	7.6	59
tt0057974	5.5	488
tt0057975	5.6	32
tt0057976	7.6	29
tt0057977	7.4	911
tt0057978	5.5	22
tt0057979	4.8	19
tt0057980	7.0	42
tt0057981	4.6	69
tt0057982	7.7	1884
tt0057983	6.8	55
tt0057984	3.7	283
tt0057985	5.3	968
tt0057986	5.6	3939
tt0057987	3.1	191
tt0057988	6.2	252
tt0057989	6.1	136
tt0057990	6.5	177
tt0057991	7.0	781
tt0057992	7.2	25
tt0057993	6.8	3335
tt0057994	4.8	44
tt0057995	7.4	55
tt0057996	5.0	11
tt0057997	7.3	7191
tt0057999	7.2	2032
tt0058000	5.0	224
tt0058001	7.3	3149
tt0058003	7.4	18985
tt0058004	5.4	13
tt0058006	7.2	6108
tt0058007	4.9	2836
tt0058008	5.4	49
tt0058009	6.2	28
tt0058011	6.0	991
tt0058012	5.4	125
tt0058015	7.3	35
tt0058016	5.9	15
tt0058017	5.9	339
tt0058018	6.3	3591
tt0058019	6.3	1210
tt0058020	6.5	16
tt0058021	6.7	434
tt0058022	7.8	3849
tt0058023	7.9	23
tt0058024	5.4	345
tt0058025	6.0	1613
tt0058026	6.3	1215
tt0058028	6.2	32
tt0058029	6.2	264
tt0058030	4.5	27
tt0058031	6.0	48
tt0058032	9.7	49
tt0058033	5.4	33
tt0058034	6.2	99
tt0058035	8.3	17
tt0058036	6.9	678
tt0058037	3.8	267
tt0058038	5.6	162
tt0058039	6.7	29
tt0058041	5.6	10
tt0058042	5.8	97
tt0058043	5.1	196
tt0058044	7.0	33
tt0058045	7.3	121
tt0058046	6.2	389
tt0058047	6.1	84
tt0058049	6.8	138
tt0058050	5.8	2728
tt0058051	7.1	67
tt0058052	6.1	26
tt0058053	6.4	11
tt0058054	8.5	13
tt0058056	6.2	910
tt0058058	6.3	108
tt0058060	5.9	1848
tt0058061	4.9	141
tt0058062	4.3	233
tt0058063	4.3	614
tt0058064	6.5	14
tt0058066	4.2	9
tt0058067	6.1	210
tt0058068	4.6	15
tt0058069	7.6	48
tt0058070	5.7	9
tt0058071	7.0	55
tt0058072	3.5	949
tt0058073	6.0	5099
tt0058074	5.9	44
tt0058075	5.9	194
tt0058076	7.2	11
tt0058077	6.1	61
tt0058078	7.3	74
tt0058079	2.7	518
tt0058080	7.0	240
tt0058081	6.5	17
tt0058082	7.0	142
tt0058083	8.1	27206
tt0058084	4.1	690
tt0058085	6.7	11056
tt0058086	6.6	489
tt0058087	5.4	126
tt0058088	4.5	424
tt0058089	6.9	13278
tt0058090	4.7	165
tt0058091	6.8	2062
tt0058092	7.3	13342
tt0058093	4.9	21
tt0058095	7.0	199
tt0058098	5.0	28
tt0058099	6.9	107
tt0058100	6.5	6955
tt0058101	5.7	1567
tt0058102	6.2	110
tt0058103	6.3	82
tt0058104	5.3	797
tt0058105	6.0	669
tt0058106	5.4	464
tt0058107	7.2	198
tt0058110	5.2	624
tt0058112	8.8	42
tt0058113	4.8	402
tt0058114	4.2	107
tt0058115	5.6	39
tt0058116	7.3	13
tt0058117	5.5	227
tt0058118	8.1	21
tt0058119	6.1	24
tt0058120	4.8	44
tt0058121	4.6	41
tt0058122	7.6	861
tt0058123	7.0	3443
tt0058124	5.4	2776
tt0058125	7.3	300
tt0058126	8.2	3157
tt0058127	8.1	14
tt0058128	6.4	8
tt0058130	6.6	214
tt0058131	5.1	118
tt0058132	5.8	145
tt0058133	5.1	95
tt0058134	6.5	64
tt0058135	7.1	14981
tt0058136	8.2	9
tt0058137	5.3	164
tt0058138	7.3	7253
tt0058139	6.6	476
tt0058140	4.9	328
tt0058142	6.9	1619
tt0058143	7.0	363
tt0058144	6.5	138
tt0058145	5.3	532
tt0058146	4.9	44
tt0058147	6.4	124
tt0058148	6.6	68
tt0058149	5.8	97
tt0058150	7.7	213426
tt0058151	5.2	114
tt0058152	4.4	66
tt0058153	6.8	3488
tt0058154	6.2	2273
tt0058155	6.4	7741
tt0058157	5.5	75
tt0058158	6.0	80
tt0058159	6.3	580
tt0058160	4.6	41
tt0058161	5.5	594
tt0058162	6.4	20
tt0058163	3.4	57
tt0058164	7.1	1101
tt0058165	6.1	1022
tt0058166	7.1	2083
tt0058167	5.6	1014
tt0058168	6.8	413
tt0058169	5.4	176
tt0058170	9.4	34
tt0058171	5.5	158
tt0058172	6.1	160
tt0058173	6.1	307
tt0058175	7.6	556
tt0058176	7.8	283
tt0058177	6.8	18
tt0058178	6.5	282
tt0058179	6.0	143
tt0058180	3.8	11
tt0058181	4.7	53
tt0058182	7.5	50494
tt0058183	5.9	22
tt0058184	5.9	249
tt0058185	5.2	61
tt0058186	6.0	225
tt0058187	4.4	17
tt0058188	4.3	40
tt0058189	6.9	122
tt0058190	7.6	134
tt0058191	6.6	1748
tt0058192	7.1	30
tt0058193	6.0	60
tt0058194	4.1	39
tt0058196	8.8	25
tt0058197	5.4	42
tt0058198	5.0	125
tt0058200	6.6	210
tt0058202	6.0	1050
tt0058203	7.0	6887
tt0058204	5.1	297
tt0058205	3.5	107
tt0058206	6.4	190
tt0058207	5.3	18
tt0058208	3.4	3403
tt0058209	5.8	281
tt0058211	6.3	113
tt0058212	6.5	7794
tt0058213	7.5	17226
tt0058214	5.1	31
tt0058215	6.8	45
tt0058216	6.0	953
tt0058217	5.2	77
tt0058218	7.6	540
tt0058219	6.8	8
tt0058221	6.9	100
tt0058222	6.8	484
tt0058223	6.6	428
tt0058224	9.4	16
tt0058225	5.3	22
tt0058227	5.2	35
tt0058228	8.8	38
tt0058229	6.5	253
tt0058230	6.5	6408
tt0058231	6.7	503
tt0058232	7.0	1182
tt0058233	7.2	17
tt0058234	5.1	199
tt0058235	5.2	151
tt0058237	5.2	71
tt0058238	6.3	2562
tt0058239	6.5	586
tt0058240	6.2	22
tt0058241	6.1	599
tt0058242	6.5	2470
tt0058243	4.8	34
tt0058244	5.8	32
tt0058245	4.8	34
tt0058246	5.7	844
tt0058247	5.6	194
tt0058248	6.9	116
tt0058249	7.4	10288
tt0058251	4.3	22
tt0058253	5.7	84
tt0058254	7.0	13
tt0058255	5.7	338
tt0058256	6.1	24
tt0058257	6.9	603
tt0058258	9.8	22
tt0058259	6.3	392
tt0058260	6.5	76
tt0058261	6.1	35
tt0058262	7.0	10233
tt0058263	7.5	2880
tt0058264	4.8	463
tt0058265	6.9	9235
tt0058266	5.5	785
tt0058267	5.2	1628
tt0058268	5.8	52
tt0058269	7.4	125
tt0058270	6.9	173
tt0058271	8.5	13
tt0058272	6.5	24
tt0058273	8.2	12
tt0058274	7.2	40
tt0058275	7.4	3268
tt0058277	7.7	1074
tt0058278	6.1	58
tt0058279	7.9	22335
tt0058280	6.7	119
tt0058281	6.4	436
tt0058282	6.4	52
tt0058283	6.7	4074
tt0058284	7.0	11
tt0058285	4.2	151
tt0058286	6.1	459
tt0058287	7.0	261
tt0058288	7.3	47
tt0058289	5.1	261
tt0058290	5.1	121
tt0058291	5.9	20
tt0058292	5.3	99
tt0058293	6.1	19
tt0058294	6.8	3513
tt0058295	7.1	128
tt0058296	5.8	296
tt0058297	5.8	235
tt0058298	5.4	109
tt0058299	5.6	75
tt0058300	6.7	11
tt0058301	5.7	1306
tt0058304	4.3	442
tt0058305	6.8	453
tt0058306	6.6	374
tt0058307	6.2	2106
tt0058308	5.9	38
tt0058309	6.9	37
tt0058310	5.8	458
tt0058311	3.0	2064
tt0058312	4.8	253
tt0058313	4.6	21
tt0058315	7.1	22
tt0058316	6.8	858
tt0058317	6.0	14
tt0058318	6.1	618
tt0058319	7.8	155
tt0058320	5.9	460
tt0058321	6.4	70
tt0058322	4.0	63
tt0058323	6.6	1058
tt0058324	7.1	6730
tt0058325	5.7	245
tt0058326	6.8	1273
tt0058327	5.3	12
tt0058329	7.1	57029
tt0058330	8.7	12
tt0058331	7.8	195791
tt0058332	6.9	56
tt0058333	6.9	17914
tt0058334	5.8	213
tt0058335	7.4	12300
tt0058336	6.4	1259
tt0058337	6.0	35
tt0058338	9.2	22
tt0058339	6.8	263
tt0058340	7.0	48
tt0058341	4.2	319
tt0058342	7.1	296
tt0058343	6.6	1924
tt0058344	6.3	300
tt0058345	5.0	144
tt0058346	6.6	151
tt0058347	5.2	20
tt0058348	6.3	229
tt0058349	8.0	2361
tt0058350	4.3	62
tt0058352	4.7	19
tt0058353	8.8	20
tt0058354	6.2	78
tt0058355	6.2	922
tt0058356	5.5	80
tt0058357	3.7	34
tt0058359	4.9	20
tt0058360	7.2	118
tt0058361	7.7	1763
tt0058362	5.2	65
tt0058363	5.2	13
tt0058364	7.4	569
tt0058365	5.7	1085
tt0058367	6.5	31
tt0058368	6.1	307
tt0058369	6.7	434
tt0058371	6.5	3308
tt0058372	4.3	422
tt0058373	4.7	21
tt0058374	6.4	5887
tt0058375	6.5	209
tt0058376	6.1	17
tt0058377	5.3	315
tt0058378	5.9	85
tt0058379	6.5	11449
tt0058380	6.3	528
tt0058381	5.5	58
tt0058382	7.0	6288
tt0058383	7.1	6808
tt0058384	5.2	1905
tt0058385	7.7	106487
tt0058386	4.6	23
tt0058388	6.5	45
tt0058389	4.8	132
tt0058390	7.2	9476
tt0058391	6.5	138
tt0058392	2.6	488
tt0058393	4.1	42
tt0058394	8.1	832
tt0058395	6.1	118
tt0058396	7.3	124
tt0058397	6.6	36
tt0058398	6.2	234
tt0058400	6.1	25
tt0058401	6.5	1127
tt0058402	5.1	437
tt0058403	6.3	2826
tt0058404	7.6	13879
tt0058405	6.7	2911
tt0058406	6.3	170
tt0058407	6.7	10
tt0058408	6.7	60
tt0058409	7.2	3634
tt0058410	7.0	125
tt0058411	6.3	194
tt0058412	7.3	137
tt0058413	6.8	1119
tt0058414	7.9	2356
tt0058415	6.5	584
tt0058416	5.8	129
tt0058417	5.7	95
tt0058418	5.7	60
tt0058419	5.3	107
tt0058420	6.3	329
tt0058421	4.8	60
tt0058423	7.1	268
tt0058424	7.2	129
tt0058425	6.5	1191
tt0058426	7.0	46
tt0058427	5.1	372
tt0058428	6.7	186
tt0058429	7.2	1057
tt0058430	7.8	25036
tt0058432	5.5	14
tt0058433	5.8	13
tt0058434	6.1	46
tt0058435	6.3	157
tt0058436	5.1	45
tt0058437	6.2	2674
tt0058438	7.2	1029
tt0058439	8.0	1370
tt0058440	5.0	1420
tt0058441	7.7	232
tt0058444	6.3	160
tt0058445	6.1	292
tt0058446	5.1	211
tt0058447	6.3	46
tt0058448	6.5	486
tt0058449	5.7	61
tt0058450	7.8	34094
tt0058452	5.5	48
tt0058453	6.3	9985
tt0058455	3.9	149
tt0058456	6.2	2747
tt0058457	6.2	55
tt0058458	7.5	8966
tt0058459	4.0	18
tt0058460	5.9	66
tt0058461	7.9	249532
tt0058463	7.5	50
tt0058464	5.2	9
tt0058466	5.9	454
tt0058467	6.4	41
tt0058468	6.8	211
tt0058469	6.1	18
tt0058470	6.1	484
tt0058471	6.9	388
tt0058472	7.6	1694
tt0058473	5.2	364
tt0058474	3.4	13
tt0058475	5.8	325
tt0058476	5.5	7
tt0058477	6.1	24
tt0058478	5.8	20
tt0058479	5.6	833
tt0058480	5.6	582
tt0058481	7.8	540
tt0058482	6.7	115
tt0058483	5.9	67
tt0058484	5.9	24
tt0058485	7.0	84
tt0058486	6.9	1126
tt0058487	7.2	170
tt0058488	4.5	56
tt0058489	7.9	283
tt0058490	6.7	23
tt0058491	6.9	74
tt0058492	7.8	17
tt0058496	5.2	14
tt0058497	7.8	12
tt0058498	6.5	22
tt0058499	6.0	673
tt0058500	7.1	3204
tt0058501	7.0	11
tt0058502	7.4	676
tt0058503	6.5	14
tt0058504	7.3	64
tt0058505	6.8	46
tt0058506	5.3	132
tt0058507	5.9	1067
tt0058508	7.1	17
tt0058510	3.6	41
tt0058512	3.9	206
tt0058513	5.4	36
tt0058515	6.7	355
tt0058516	6.0	123
tt0058517	4.5	102
tt0058518	4.9	20
tt0058519	5.8	38
tt0058521	5.2	122
tt0058522	5.4	208
tt0058523	5.8	842
tt0058524	5.8	21
tt0058525	6.6	2517
tt0058526	5.4	129
tt0058527	4.1	118
tt0058528	5.9	189
tt0058529	6.4	6014
tt0058530	6.4	7540
tt0058532	6.8	31
tt0058533	5.5	704
tt0058534	6.0	3533
tt0058535	6.9	108
tt0058536	8.0	40948
tt0058537	5.5	38
tt0058538	4.6	52
tt0058539	6.8	7
tt0058540	6.9	89
tt0058541	7.2	1242
tt0058542	6.3	91
tt0058543	4.0	110
tt0058544	6.5	8862
tt0058545	5.1	129
tt0058546	5.0	122
tt0058547	7.3	2062
tt0058548	2.8	13124
tt0058549	5.6	134
tt0058550	4.5	14
tt0058551	3.8	29
tt0058552	4.9	12
tt0058553	5.8	1058
tt0058554	5.4	11
tt0058555	6.8	6113
tt0058556	6.6	463
tt0058557	7.6	8012
tt0058558	6.3	127
tt0058559	8.9	15
tt0058561	5.8	1439
tt0058563	5.4	691
tt0058564	7.9	4232
tt0058565	7.9	102
tt0058567	7.1	14785
tt0058569	7.2	14
tt0058570	5.1	24
tt0058571	7.0	7927
tt0058572	8.4	11
tt0058573	6.0	39
tt0058575	4.7	80
tt0058576	7.8	18606
tt0058578	7.9	4566
tt0058579	3.9	123
tt0058580	6.4	5076
tt0058581	6.2	64
tt0058582	6.0	274
tt0058583	4.4	80
tt0058584	7.3	48
tt0058585	6.6	670
tt0058586	7.3	33426
tt0058587	5.9	259
tt0058589	4.2	172
tt0058590	4.2	222
tt0058592	6.7	151
tt0058593	5.7	37
tt0058594	6.6	107
tt0058596	6.9	577
tt0058597	6.7	592
tt0058598	4.0	6
tt0058599	8.5	16
tt0058600	6.7	1156
tt0058601	4.8	500
tt0058604	8.2	11895
tt0058605	4.4	284
tt0058606	6.7	8706
tt0058607	8.1	42
tt0058608	6.2	61
tt0058609	4.2	18
tt0058610	5.9	659
tt0058611	6.5	52
tt0058612	5.7	224
tt0058613	7.2	34
tt0058614	7.1	36
tt0058615	1.6	3585
tt0058618	5.1	348
tt0058619	7.6	87
tt0058620	6.8	7706
tt0058621	6.2	1290
tt0058622	6.6	1410
tt0058624	7.3	39
tt0058625	8.4	24891
tt0058626	4.4	341
tt0058627	6.4	143
tt0058628	7.6	37
tt0058629	3.5	175
tt0058631	8.3	1079
tt0058632	5.3	404
tt0058633	5.8	458
tt0058634	7.3	109
tt0058635	7.5	30
tt0058636	5.9	170
tt0058637	7.1	129
tt0058638	5.5	54
tt0058639	6.9	38
tt0058640	8.0	48
tt0058641	6.0	75
tt0058642	7.8	9390
tt0058643	6.8	140
tt0058644	5.9	37
tt0058648	6.7	909
tt0058649	6.5	1541
tt0058650	6.6	357
tt0058651	5.5	86
tt0058652	7.6	4324
tt0058653	5.6	568
tt0058654	6.9	92
tt0058655	5.5	28
tt0058656	7.0	16
tt0058657	6.2	434
tt0058658	4.8	281
tt0058659	5.3	3532
tt0058660	5.7	810
tt0058661	6.0	65
tt0058662	6.5	50
tt0058663	4.8	1253
tt0058664	5.4	7
tt0058665	7.0	71
tt0058666	6.4	1164
tt0058667	4.8	504
tt0058668	7.0	19
tt0058669	6.7	564
tt0058670	6.9	60
tt0058672	6.9	11444
tt0058673	6.2	118
tt0058674	5.5	183
tt0058675	5.7	272
tt0058676	6.3	24
tt0058678	6.3	18
tt0058679	4.1	22
tt0058680	6.3	88
tt0058681	6.0	344
tt0058684	6.2	18
tt0058686	7.0	52
tt0058687	5.3	125
tt0058688	4.6	137
tt0058689	4.4	210
tt0058690	6.4	78
tt0058691	6.4	785
tt0058692	6.6	3183
tt0058693	5.4	62
tt0058694	5.8	5582
tt0058695	7.4	661
tt0058696	3.8	15
tt0058697	6.5	19
tt0058698	5.6	1134
tt0058699	7.0	10
tt0058700	6.7	23405
tt0058701	7.1	4685
tt0058702	6.1	145
tt0058703	5.5	524
tt0058704	6.0	649
tt0058706	5.9	356
tt0058707	6.1	497
tt0058708	6.6	4532
tt0058709	5.9	1989
tt0058711	6.0	139
tt0058712	4.5	273
tt0058713	5.6	68
tt0058714	2.9	10
tt0058715	7.6	14772
tt0058717	5.1	35
tt0058718	5.7	476
tt0058719	7.3	131
tt0058720	7.0	8
tt0058721	8.2	99
tt0058722	5.7	37
tt0058724	7.4	2166
tt0058725	6.4	9901
tt0058726	5.2	15
tt0058728	5.6	59
tt0058729	6.8	67
tt0058730	7.1	51
tt0058731	7.3	108
tt0058732	7.6	8
tt0058734	6.4	121
tt0058736	7.0	371
tt0058737	6.1	326
tt0058738	6.8	9
tt0058739	6.1	54
tt0058740	6.9	2202
tt0058742	5.2	66
tt0058743	6.9	6570
tt0058744	7.4	133
tt0058745	6.1	1824
tt0058746	6.7	55
tt0058747	6.3	24
tt0058749	4.5	37
tt0058750	6.0	383
tt0058751	6.5	3854
tt0058752	5.8	235
tt0058753	6.1	1779
tt0058754	6.8	3522
tt0058755	5.3	366
tt0058756	6.6	4132
tt0058757	6.4	38
tt0058758	5.5	393
tt0058759	7.4	141
tt0058760	6.8	95
tt0058761	6.6	59
tt0058762	7.3	40
tt0058763	5.4	207
tt0058764	6.1	531
tt0058765	6.5	975
tt0058767	7.2	340
tt0058769	5.5	16
tt0058770	7.5	861
tt0058771	7.6	613
tt0058772	6.8	61
tt0058773	6.0	606
tt0058774	6.5	80
tt0058775	5.8	282
tt0058776	5.8	44
tt0058777	7.7	45442
tt0058778	7.1	426
tt0058779	5.0	29
tt0058780	6.7	910
tt0058781	4.5	20
tt0058782	4.8	64
tt0058783	3.6	122
tt0058784	6.2	67
tt0058785	6.1	503
tt0058786	5.8	18
tt0058787	7.4	909
tt0058788	6.5	35
